"RecordNo";"project_id";"plants";"Awareness_score";"Usage_score";"Preference_score";"Familiarity_score";"FutureUsage_score";"Satisfaction_score"
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;5;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Mieta";1;1;4;1;1;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;4;1;2;1
1442;1;"Narcyz";1;1;5;1;2;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;4;1;1;1
1458;1;"Gozdzik";1;2;5;1;1;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;5;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Lubin";4;1;4;3;4;1
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;4;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Arnika";1;2;5;1;3;4
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;5;1;1;1
1458;1;"Babka";1;2;4;1;1;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;5;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Fiolek";5;2;4;3;3;1
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;5;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Chaber";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;4;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Dzwonek";1;2;5;1;5;3
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;4;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Jaskier";1;2;5;1;4;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;5;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Mieta";1;1;4;1;1;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;4;1;5;1
1458;1;"Narcyz";1;1;5;1;5;1
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;4;1;3;3
1475;1;"Gozdzik";1;2;5;1;3;3
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;5;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Lubin";5;4;4;2;4;4
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;4;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Arnika";1;5;5;1;5;2
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;5;4;1;5
1475;1;"Babka";2;2;4;4;1;5
1475;1;"Fiolek";2;2;5;2;4;1
1475;1;"Fiolek";2;2;4;2;4;1
1475;1;"Fiolek";2;2;4;2;4;1
1475;1;"Fiolek";2;2;5;2;4;1
1475;1;"Fiolek";2;2;5;2;4;1
1475;1;"Fiolek";2;2;4;2;4;1
1475;1;"Fiolek";2;2;4;2;4;1
1475;1;"Fiolek";2;2;5;2;4;1
1475;1;"Fiolek";2;2;5;2;4;1
1475;1;"Fiolek";2;2;4;2;4;1
